Food Name,Calories,Protein_g,Carbohydrates_g,Taste,Ingredients,prep_time,Instructions,Description,Fat,No_serving
Mild Egg Curry Fusion,228,9,10,Spicy,"Egg, Mustard Seeds, Onion, Salt, Tomato",Total in 46M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly egg recipe made with balanced spices and fresh ingredients for better metabolism.,10,4
Authentic Curry Leaf Tea Variety,284,19,28,Spicy,"Cumin, Ginger, Honey, Lemon, Tulsi, Water",Total in 47M,Heat oil in a pan over medium heat. Add Cumin Seeds and let them splutter. Add Ginger and saute  1-2 minutes. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly drink recipe made with balanced spices and fresh ingredients for better metabolism.,8,2
Fragrant Mutton Curry Treat,286,6,21,Spicy,"Chili Powder, Fennel Seeds, Ginger Garlic Paste, Mutton, Onion, Salt, Tomato, Turmeric",Total in 59M,"Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.",A thyroid-friendly mutton recipe made with balanced spices and fresh ingredients for better metabolism.,12,2
Classic Pongal Special,232,10,24,Spicy,"Ghee, Rice, Salt, Urad Dal",Total in 58M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly tiffin recipe made with balanced spices and fresh ingredients for better metabolism.,4,4
Golden Tulsi Decoction Curry,322,18,23,Spicy,"Cumin, Ginger, Honey, Lemon, Tulsi, Water",Total in 57M,Heat oil in a pan over medium heat. Add Cumin Seeds and let them splutter. Add Ginger and saute  1-2 minutes. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly drink recipe made with balanced spices and fresh ingredients for better metabolism.,5,4
Healthy Pepper Paneer Fry Variety,132,13,12,Spicy,"Onion, Paneer, Pepper, Salt, Tomato",Total in 32M,Heat oil in a pan over medium heat. Add Onion and saute  translucent. Add the chopped vegetables and stir well. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly paneer recipe made with balanced spices and fresh ingredients for better metabolism.,8,2
Golden Paneer Masala Recipe,242,9,22,Spicy,"Onion, Paneer, Pepper, Salt, Tomato",Total in 36M,Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly paneer recipe made with balanced spices and fresh ingredients for better metabolism.,5,2
Traditional Pongal Curry,121,16,28,Spicy,"Ghee, Rice, Salt, Urad Dal",Total in 46M,Heat Ghee in a pan over medium heat. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly tiffin recipe made with balanced spices and fresh ingredients for better metabolism.,7,3
Zesty Coconut Chicken Curry Variety,216,18,10,Spicy,"Chicken, Chili Powder, Coconut, Ginger Garlic Paste, Onion, Salt, Tomato, Turmeric",Total in 43M,"Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Add grated Coconut and cook for 2 more minutes. Season with Salt and serve.",A thyroid-friendly chicken recipe made with balanced spices and fresh ingredients for better metabolism.,4,4
Classic Curry Leaf Soup Recipe,346,18,26,Spicy,"Garlic, Mustard Seeds, Pepper, Salt, Tomato, Water",Total in 37M,Boil water in a pot. saute  until golden brown. Add Tomato and cook until soft. Add water and bring to a boil. Season with Salt and serve hot.,A thyroid-friendly soup recipe made with balanced spices and fresh ingredients for better metabolism.,6,4
Mild Egg Curry Special,336,7,28,Spicy,"Egg, Mustard Seeds, Onion, Salt, Tomato",Total in 62M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly egg recipe made with balanced spices and fresh ingredients for better metabolism.,11,3
Zesty Paneer Kurma Taste,306,6,23,Bitter,"Onion, Paneer, Pepper, Salt, Tomato",Total in 64M,Heat oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly paneer recipe made with balanced spices and fresh ingredients for better metabolism.,8,2
Wholesome Pomfret Curry Treat,269,12,16,Spicy,"Chili Powder, Coconut, Fish, Garlic, Mustard Seeds, Pomfret, Salt, Tamarind",Total in 41M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Garlic and saute  1-2 minutes. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Add grated Coconut and cook for 2 more minutes. Season with Salt and serve.,A thyroid-friendly fish recipe made with balanced spices and fresh ingredients for better metabolism.,6,3
Traditional Samai Idli Fusion,282,16,28,Astringent,"Ghee, Millet, Onion, Salt",Total in 65M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly millet recipe made with balanced spices and fresh ingredients for better metabolism.,10,2
Mild Pepper Egg Fry Recipe,346,6,8,Spicy,"Egg, Mustard Seeds, Onion, Pepper, Salt, Tomato",Total in 46M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  translucent. Add the chopped vegetables and stir well. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly egg recipe made with balanced spices and fresh ingredients for better metabolism.,4,4
Classic Egg Curry Recipe,317,16,26,Spicy,"Egg, Mustard Seeds, Onion, Salt, Tomato",Total in 52M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly egg recipe made with balanced spices and fresh ingredients for better metabolism.,6,2
Homestyle Mutton Curry Taste,177,18,28,Spicy,"Chili Powder, Fennel Seeds, Ginger Garlic Paste, Mutton, Onion, Salt, Tomato, Turmeric",Total in 25M,"Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.",A thyroid-friendly mutton recipe made with balanced spices and fresh ingredients for better metabolism.,12,4
Authentic Tulsi Decoction Recipe,154,10,11,Astringent,"Cumin, Ginger, Honey, Lemon, Tulsi, Water",Total in 42M,Heat oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly drink recipe made with balanced spices and fresh ingredients for better metabolism.,11,4
Wholesome Idli Fusion,266,16,20,Astringent,"Ghee, Rice, Salt, Urad Dal",Total in 27M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly tiffin recipe made with balanced spices and fresh ingredients for better metabolism.,8,4
Classic Green Chili Chicken Treat,298,11,12,Spicy,"Chicken, Chili Powder, Ginger Garlic Paste, Onion, Salt, Tomato, Turmeric",Total in 34M,Heat oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly chicken recipe made with balanced spices and fresh ingredients for better metabolism.,10,4
Mild Kozhi Varuval Fusion,323,12,8,Spicy,"Chicken, Chili Powder, Ginger Garlic Paste, Onion, Salt, Tomato, Turmeric",Total in 31M,Heat oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly chicken recipe made with balanced spices and fresh ingredients for better metabolism.,5,3
Homestyle Nethili Fish Fry Special,274,6,16,Spicy,"Chili Powder, Coconut, Fish, Garlic, Mustard Seeds, Salt, Tamarind",Total in 39M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Garlic and saute  1 minute. Add the chopped vegetables and stir well. Add Chili Powder and mix thoroughly. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly fish recipe made with balanced spices and fresh ingredients for better metabolism.,11,3
Traditional Varagu Pongal Special,203,6,26,Astringent,"Ghee, Millet, Onion, Salt",Total in 39M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly millet recipe made with balanced spices and fresh ingredients for better metabolism.,10,3
Classic Kozhi Varuval Variety,309,9,26,Spicy,"Chicken, Chili Powder, Ginger Garlic Paste, Onion, Salt, Tomato, Turmeric",Total in 60M,Heat oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly chicken recipe made with balanced spices and fresh ingredients for better metabolism.,5,2
Authentic Nethili Fish Fry Masala,182,20,30,Spicy,"Chili Powder, Coconut, Fish, Garlic, Mustard Seeds, Salt, Tamarind",Total in 44M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Garlic and saute  1 minute. Add the chopped vegetables and stir well. Add Chili Powder and mix thoroughly. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly fish recipe made with balanced spices and fresh ingredients for better metabolism.,9,2
Classic Paruppu Kuzhambu Delight,254,8,25,Spicy,"Chili Powder, Coriander Powder, Onion, Salt, Tamarind, Tomato",Total in 48M,Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly kuzhambu recipe made with balanced spices and fresh ingredients for better metabolism.,6,4
Wholesome Drumstick Leaves Fry Variety,182,13,23,Spicy,"Drumstick Leave, Garlic, Mustard Seeds, Onion, Salt, Spinach",Total in 38M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  translucent. Add Garlic and saute  1 minute. Add the chopped vegetables and stir well. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly leafy recipe made with balanced spices and fresh ingredients for better metabolism.,11,2
Wholesome Dosa Variety,160,14,19,Bitter,"Ghee, Rice, Salt, Urad Dal",Total in 65M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly tiffin recipe made with balanced spices and fresh ingredients for better metabolism.,4,2
Healthy Vanjaram Meen Kuzhambu Blend,262,11,28,Astringent,"Chili Powder, Coconut, Fish, Garlic, Mustard Seeds, Salt, Tamarind",Total in 31M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Garlic and saute  1-2 minutes. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Add grated Coconut and cook for 2 more minutes. Season with Salt and serve.,A thyroid-friendly fish recipe made with balanced spices and fresh ingredients for better metabolism.,5,2
Homestyle Lemon Rice Curry,236,14,17,Spicy,"Lemon, Mustard Seeds, Rice, Salt",Total in 47M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly rice recipe made with balanced spices and fresh ingredients for better metabolism.,5,2
Authentic Curry Leaf Chutney Fusion,174,17,28,Spicy,"Drumstick Leave, Garlic, Mustard Seeds, Onion, Salt, Spinach",Total in 50M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly leafy recipe made with balanced spices and fresh ingredients for better metabolism.,10,2
Traditional Methi Dal Delight,168,9,15,Spicy,"Drumstick Leave, Garlic, Methi, Mustard Seeds, Onion, Salt, Spinach",Total in 42M,Heat oil in a pan. Add Mustard Seeds and let them splutter. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly leafy recipe made with balanced spices and fresh ingredients for better metabolism.,11,4
Authentic Tulsi Decoction Fusion,168,19,12,Astringent,"Cumin, Ginger, Honey, Lemon, Tulsi, Water",Total in 57M,Heat oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly drink recipe made with balanced spices and fresh ingredients for better metabolism.,3,4
Healthy Vanjaram Meen Kuzhambu Taste,301,8,25,Astringent,"Chili Powder, Coconut, Fish, Garlic, Mustard Seeds, Salt, Tamarind",Total in 33M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Garlic and saute  1-2 minutes. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Add grated Coconut and cook for 2 more minutes. Season with Salt and serve.,A thyroid-friendly fish recipe made with balanced spices and fresh ingredients for better metabolism.,5,4
Authentic Idli Treat,287,17,26,Astringent,"Ghee, Rice, Salt, Urad Dal",Total in 39M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly tiffin recipe made with balanced spices and fresh ingredients for better metabolism.,7,2
Homestyle Vanjaram Meen Kuzhambu Masala,299,16,13,Spicy,"Chili Powder, Coconut, Fish, Garlic, Mustard Seeds, Salt, Tamarind",Total in 53M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Garlic and saute  1-2 minutes. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Add grated Coconut and cook for 2 more minutes. Season with Salt and serve.,A thyroid-friendly fish recipe made with balanced spices and fresh ingredients for better metabolism.,4,3
Classic Egg Curry Blend,137,18,20,Spicy,"Egg, Mustard Seeds, Onion, Salt, Tomato",Total in 29M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly egg recipe made with balanced spices and fresh ingredients for better metabolism.,11,3
Mild Ragi Dosa Curry,198,18,9,Spicy,"Ghee, Millet, Onion, Ragi, Salt",Total in 55M,Heat Ghee in a pan over medium heat. Add Onion and saute  golden brown. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly millet recipe made with balanced spices and fresh ingredients for better metabolism.,10,2
Wholesome Coconut Rice Fusion,223,6,29,Astringent,"Lemon, Mustard Seeds, Rice, Salt",Total in 32M,Heat oil in a pan. Add Mustard Seeds and let them splutter. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly rice recipe made with balanced spices and fresh ingredients for better metabolism.,8,3
Traditional Chapati Blend,318,11,22,Bitter,"Ghee, Rice, Salt, Urad Dal",Total in 29M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly tiffin recipe made with balanced spices and fresh ingredients for better metabolism.,3,3
Mild Pepper Rasam Treat,260,19,22,Spicy,"Garlic, Mustard Seeds, Pepper, Salt, Tamarind, Tomato, Water",Total in 59M,Boil water in a pot. saute  until golden brown. Add Tomato and cook until soft. Add water and bring to a boil. Add Tamarind extract and simmer for 5-7 minutes. Season with Salt and serve hot.,A thyroid-friendly soup recipe made with balanced spices and fresh ingredients for better metabolism.,4,2
Classic Spinach Curry Masala,296,14,19,Spicy,"Drumstick Leave, Garlic, Mustard Seeds, Onion, Salt, Spinach",Total in 55M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly leafy recipe made with balanced spices and fresh ingredients for better metabolism.,8,4
Zesty Drumstick Leaves Fry Taste,202,7,16,Spicy,"Drumstick Leave, Garlic, Mustard Seeds, Onion, Salt, Spinach",Total in 36M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  translucent. Add Garlic and saute  1 minute. Add the chopped vegetables and stir well. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly leafy recipe made with balanced spices and fresh ingredients for better metabolism.,4,3
Zesty Boiled Egg Roast Taste,227,17,10,Spicy,"Egg, Mustard Seeds, Onion, Salt, Tomato",Total in 58M,Heat oil in a pan. Add Mustard Seeds and let them splutter. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly egg recipe made with balanced spices and fresh ingredients for better metabolism.,11,2
Classic Nethili Fish Fry Blend,313,19,21,Spicy,"Chili Powder, Coconut, Fish, Garlic, Mustard Seeds, Salt, Tamarind",Total in 31M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Garlic and saute  1 minute. Add the chopped vegetables and stir well. Add Chili Powder and mix thoroughly. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly fish recipe made with balanced spices and fresh ingredients for better metabolism.,3,3
Homestyle Paneer Kurma Special,170,17,30,Astringent,"Onion, Paneer, Pepper, Salt, Tomato",Total in 47M,Heat oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly paneer recipe made with balanced spices and fresh ingredients for better metabolism.,6,4
Homestyle Green Chili Chicken Masala,334,7,14,Spicy,"Chicken, Chili Powder, Ginger Garlic Paste, Onion, Salt, Tomato, Turmeric",Total in 34M,"Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.",A thyroid-friendly chicken recipe made with balanced spices and fresh ingredients for better metabolism.,8,4
Authentic Kara Kuzhambu Variety,341,16,16,Astringent,"Chili Powder, Coriander Powder, Onion, Salt, Tamarind, Tomato",Total in 51M,Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly kuzhambu recipe made with balanced spices and fresh ingredients for better metabolism.,8,2
Fragrant Moong Dal Soup Fusion,253,7,10,Astringent,"Chickpea, Cowpea, Moong Dal, Mustard Seeds, Onion, Salt, Tomato",Total in 51M,Boil water in a pot. saute  until golden brown. Add Tomato and cook until soft. Add water and bring to a boil. Season with Salt and serve hot.,A thyroid-friendly legume recipe made with balanced spices and fresh ingredients for better metabolism.,10,3
Golden Curd Rice Recipe,347,20,20,Astringent,"Curd, Lemon, Mustard Seeds, Rice, Salt",Total in 47M,Heat oil in a pan. Add Mustard Seeds and let them splutter. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly rice recipe made with balanced spices and fresh ingredients for better metabolism.,11,2
Healthy Curd Rice Curry,125,6,24,Spicy,"Curd, Lemon, Mustard Seeds, Rice, Salt",Total in 35M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly rice recipe made with balanced spices and fresh ingredients for better metabolism.,4,3
Authentic Pepper Mutton Fry Masala,177,18,14,Spicy,"Chili Powder, Fennel Seeds, Ginger Garlic Paste, Mutton, Onion, Pepper, Salt, Tomato, Turmeric",Total in 39M,"Heat oil in a pan over medium heat. Add Onion and saute  translucent. Add Garlic, Ginger and saute  1 minute. Add the chopped vegetables and stir well. Add Turmeric Powder, Chili Powder and mix thoroughly. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.",A thyroid-friendly mutton recipe made with balanced spices and fresh ingredients for better metabolism.,11,2
Mild Lemon Ginger Drink Delight,171,8,21,Bitter,"Cumin, Ginger, Honey, Lemon, Tulsi, Water",Total in 31M,Heat oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly drink recipe made with balanced spices and fresh ingredients for better metabolism.,9,3
Zesty Chana Dal Curry Treat,172,18,20,Spicy,"Chickpea, Cowpea, Moong Dal, Mustard Seeds, Onion, Salt, Tomato",Total in 36M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly legume recipe made with balanced spices and fresh ingredients for better metabolism.,10,3
Golden Vatha Kuzhambu Curry,346,10,14,Spicy,"Chili Powder, Coriander Powder, Onion, Salt, Tamarind, Tomato",Total in 37M,Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly kuzhambu recipe made with balanced spices and fresh ingredients for better metabolism.,7,2
Traditional Pepper Paneer Fry Masala,317,14,28,Spicy,"Onion, Paneer, Pepper, Salt, Tomato",Total in 25M,Heat oil in a pan over medium heat. Add Onion and saute  translucent. Add the chopped vegetables and stir well. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly paneer recipe made with balanced spices and fresh ingredients for better metabolism.,4,3
Golden Puli Kulambu Special,319,9,10,Astringent,"Mutton, Chili Powder, Coriander Powder, Onion, Salt, Tamarind, Tomato",Total in 44M,Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly kuzhambu recipe made with balanced spices and fresh ingredients for better metabolism.,11,3
Healthy Drumstick Leaves Fry Variety,225,14,13,Spicy,"Drumstick Leave, Garlic, Mustard Seeds, Onion, Salt, Spinach",Total in 47M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  translucent. Add Garlic and saute  1 minute. Add the chopped vegetables and stir well. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly leafy recipe made with balanced spices and fresh ingredients for better metabolism.,12,3
Classic Muttai Thokku Taste,316,7,11,Spicy,"Egg, Mustard Seeds, Onion, Salt, Tomato",Total in 47M,Heat oil in a pan. Add Mustard Seeds and let them splutter. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly egg recipe made with balanced spices and fresh ingredients for better metabolism.,6,3
Authentic Upma Blend,318,19,29,Astringent,"Ghee, Rice, Salt, Urad Dal",Total in 54M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly tiffin recipe made with balanced spices and fresh ingredients for better metabolism.,9,4
Homestyle Spinach Curry Delight,144,18,19,Spicy,"Drumstick Leave, Garlic, Mustard Seeds, Onion, Salt, Spinach",Total in 34M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly leafy recipe made with balanced spices and fresh ingredients for better metabolism.,6,4
Traditional Tamarind Fish Curry Fusion,196,11,20,Spicy,"Chili Powder, Coconut, Fish, Garlic, Mustard Seeds, Salt, Tamarind",Total in 31M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Garlic and saute  1-2 minutes. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Add grated Coconut and cook for 2 more minutes. Season with Salt and serve.,A thyroid-friendly fish recipe made with balanced spices and fresh ingredients for better metabolism.,4,3
Homestyle Kara Kuzhambu Blend,284,7,23,Spicy,"Chili Powder, Coriander Powder, Onion, Salt, Tamarind, Tomato",Total in 29M,Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly kuzhambu recipe made with balanced spices and fresh ingredients for better metabolism.,11,2
Wholesome Coconut Fish Gravy Curry,292,8,26,Spicy,"Chili Powder, Coconut, Fish, Garlic, Mustard Seeds, Salt, Tamarind",Total in 51M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Garlic and saute  1-2 minutes. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Add grated Coconut and cook for 2 more minutes. Season with Salt and serve.,A thyroid-friendly fish recipe made with balanced spices and fresh ingredients for better metabolism.,5,2
Healthy Curd Rice Special,120,9,15,Astringent,"Curd, Lemon, Mustard Seeds, Rice, Salt",Total in 34M,Heat oil in a pan. Add Mustard Seeds and let them splutter. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly rice recipe made with balanced spices and fresh ingredients for better metabolism.,10,3
Homestyle Upma Curry,346,12,22,Spicy,"Ghee, Rice, Salt, Urad Dal",Total in 34M,Heat Ghee in a pan over medium heat. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly tiffin recipe made with balanced spices and fresh ingredients for better metabolism.,6,3
Golden Pepper Chicken Delight,239,6,13,Spicy,"Chicken, Chili Powder, Ginger Garlic Paste, Onion, Pepper, Salt, Tomato, Turmeric",Total in 45M,Heat oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly chicken recipe made with balanced spices and fresh ingredients for better metabolism.,6,2
Homestyle Muttai Thokku Blend,330,10,18,Spicy,"Egg, Mustard Seeds, Onion, Salt, Tomato",Total in 32M,Heat oil in a pan. Add Mustard Seeds and let them splutter. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly egg recipe made with balanced spices and fresh ingredients for better metabolism.,6,4
Golden Mutton Curry Taste,129,18,20,Spicy,"Chili Powder, Fennel Seeds, Ginger Garlic Paste, Mutton, Onion, Salt, Tomato, Turmeric",Total in 65M,"Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.",A thyroid-friendly mutton recipe made with balanced spices and fresh ingredients for better metabolism.,8,3
Mild Cumin Water Treat,342,17,18,Spicy,"Cumin, Ginger, Honey, Lemon, Tulsi, Water",Total in 65M,Heat oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly drink recipe made with balanced spices and fresh ingredients for better metabolism.,3,2
